-0.058746,0.0000
-0.058746,0.0000
-0.063323,0.0000
-0.061035,0.0000
-0.065612,0.0000
-0.058746,0.0000
-0.063323,0.0000
-0.058746,0.0000
-0.063323,0.0000
-0.058746,0.0000
-0.063323,0.0000
-0.058746,0.0000
-0.065612,0.0000
-0.061035,0.0000
-0.065612,0.0000
-0.065612,0.0000
-0.061035,0.0000
-0.065612,0.0000
-0.061035,0.0000
-0.065612,0.0000
-0.061035,0.0000
-0.063323,0.0000
-0.058746,0.0000
-0.065612,0.0000
-0.058746,0.0000
-0.063323,0.0000
-0.061035,0.0000
-0.065612,0.0000
-0.061035,0.0000
-0.063323,0.0000
-0.058746,0.0000
-0.065612,0.0000
-0.058746,0.0000
-0.058746,0.0000
-0.065612,0.0000
-0.061035,0.0000
-0.065612,0.0000
-0.061035,0.0000
-0.063323,0.0000
-0.061035,0.0000
-0.065612,0.0000
-0.061035,0.0000
-0.063323,0.0000
-0.061035,0.0000
-0.063323,0.0000
-0.061035,0.0000
-0.065612,0.0000
-0.058746,0.0000
-0.065612,0.0000
-0.061035,0.0000
-0.065612,0.0000
-0.061035,0.0000
-0.058746,0.0000
-0.063323,0.0000
-0.058746,0.0000
-0.063323,0.0000
-0.058746,0.0000
-0.063323,0.0000
-0.058746,0.0000
-0.063323,0.0000
-0.056457,0.0000
-0.065612,0.0000
-0.058746,0.0000
-0.063323,0.0000
-0.061035,0.0000
-0.065612,0.0000
-0.058746,0.0000
-0.061035,0.0000
-0.058746,0.0000
-0.063323,0.0000
-0.063323,0.0000
-0.056457,0.0000
-0.065612,0.0000
-0.058746,0.0000
-0.065612,0.0000
-0.058746,0.0000
-0.065612,0.0000
-0.058746,0.0000
-0.065612,0.0000
-0.056457,0.0000
-0.061035,0.0000
-0.058746,0.0000
-0.061035,0.0000
-0.058746,0.0000
-0.063323,0.0000
-0.056457,0.0000
-0.063323,0.0000
-0.058746,0.0000
-0.058746,0.0000
-0.063323,0.0000
-0.058746,0.0000
-0.063323,0.0000
-0.058746,0.0000
-0.063323,0.0000
-0.061035,0.0000
-0.063323,0.0000
-0.058746,0.0000
-0.065612,0.0000
-0.058746,0.0000
-0.058746,0.0000
-0.063323,0.0000
-0.058746,0.0000
-0.063323,0.0000
-0.058746,0.0000
-0.063323,0.0000
-0.058746,0.0000
-0.058746,0.0000
-0.063323,0.0000
-0.056457,0.0000
-0.065612,0.0000
-0.058746,0.0000
-0.063323,0.0000
-0.058746,0.0000
-0.063323,0.0000
-0.056457,0.0000
-0.058746,0.0000
-0.058746,0.0000
-0.063323,0.0000
-0.058746,0.0000
-0.063323,0.0000
-0.056457,0.0000
-0.063323,0.0000
-0.058746,0.0000
-0.063323,0.0000
-0.056457,0.0000
-0.058746,0.0000
-0.063323,0.0000
-0.058746,0.0000
-0.063323,0.0000
-0.058746,0.0000
-0.063323,0.0000
-0.058746,0.0000
-0.063323,0.0000
-0.058746,0.0000
-0.063323,0.0000
-0.058746,0.0000
-0.061035,0.0000
-0.058746,0.0000
-0.065612,0.0000
-0.061035,0.0000
-0.061035,0.0000
-0.056457,0.0000
-0.063323,0.0000
-0.063323,0.0000
-0.056457,0.0000
-0.063323,0.0000
-0.056457,0.0000
-0.063323,0.0000
-0.058746,0.0000
-0.063323,0.0000
-0.058746,0.0000
-0.061035,0.0000
-0.058746,0.0000
-0.063323,0.0000
-0.058746,0.0000
-0.063323,0.0000
-0.058746,0.0000
-0.061035,0.0000
-0.058746,0.0000
-0.063323,0.0000
-0.058746,0.0000
-0.058746,0.0000
-0.063323,0.0000
-0.058746,0.0000
-0.063323,0.0000
-0.058746,0.0000
-0.063323,0.0000
-0.058746,0.0000
-0.063323,0.0000
-0.056457,0.0000
-0.063323,0.0000
-0.058746,0.0000
-0.063323,0.0000
-0.058746,0.0000
-0.063323,0.0000
-0.056457,0.0000
-0.063323,0.0000
-0.058746,0.0000
-0.063323,0.0000
-0.063323,0.0000
-0.056457,0.0000
-0.063323,0.0000
-0.054168,0.0000
-0.063323,0.0000
-0.054168,0.0000
-0.067901,10.0000
-0.063323,10.0000
-0.063323,10.0000
-0.067901,10.0000
-0.063323,10.0000
-0.070190,10.0000
-0.063323,10.0000
-0.067901,10.0000
-0.063323,10.0000
-0.067901,10.0000
-0.063323,10.0000
-0.067901,10.0000
-0.061035,10.0000
-0.065612,10.0000
-0.067901,10.0000
-0.065612,10.0000
-0.067901,10.0000
-0.061035,10.0000
-0.070190,10.0000
-0.063323,10.0000
-0.063323,10.0000
-0.067901,10.0000
-0.065612,10.0000
-0.067901,10.0000
-0.061035,10.0000
-0.067901,10.0000
-0.065612,10.0000
-0.065612,10.0000
-0.065612,10.0000
-0.070190,10.0000
-0.065612,10.0000
-0.070190,10.0000
-0.065612,10.0000
-0.067901,10.0000
-0.063323,10.0000
-0.070190,10.0000
-0.065612,10.0000
-0.067901,10.0000
